"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0010001",3262,"P05067","APP","Amyloid-beta precursor protein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3270,"P05109","S100A8","Protein S100-A8","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3295,"P05231","IL6","Interleukin-6","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3343,"P06493","CDK1","Cyclin-dependent kinase 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3346,"P06702","S100A9","Protein S100-A9","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3366,"P07093","SERPINE2","Glia-derived nexin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3428,"P07948","LYN","Tyrosine-protein kinase Lyn","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3493,"P08670","VIM","Vimentin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3522,"P09038","FGF2","Fibroblast growth factor 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3556,"P09543","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3886,"P10071","GLI3","Transcriptional activator GLI3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3929,"P10636","MAPT","Microtubule-associated protein tau","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3946,"P10909","CLU","Clusterin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",3963,"P11161","EGR2","E3 SUMO-protein ligase EGR2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4020,"P12034","FGF5","Fibroblast growth factor 5","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4047,"P12643","BMP2","Bone morphogenetic protein 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4052,"P12755","SKI","Ski oncogene","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4135,"P14136","GFAP","Glial fibrillary acidic protein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4184,"P15018","LIF","Leukemia inhibitory factor","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4202,"P15260","IFNGR1","Interferon gamma receptor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4258,"P16144","ITGB4","Integrin beta-4","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4351,"P17542","TAL1","T-cell acute lymphocytic leukemia protein 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4361,"P17677","GAP43","Neuromodulin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4384,"P18074","ERCC2","General transcription and DNA repair factor IIH helicase subunit XPD","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4423,"P19022","CDH2","Cadherin-2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4488,"P20265","POU3F2","POU domain, class 3, transcription factor 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4493,"P20333","TNFRSF1B","Tumor necrosis factor receptor superfamily member 1B","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4501,"P20393","NR1D1","Nuclear receptor subfamily 1 group D member 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4538,"P20916","MAG","Myelin-associated glycoprotein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4549,"P21145","MAL","Myelin and lymphocyte protein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4551,"P21246","PTN","Pleiotrophin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4557,"P21359","NF1","Neurofibromin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4575,"P21728","DRD1","D(1A) dopamine receptor","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4576,"P21730","C5AR1","C5a anaphylatoxin chemotactic receptor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4578,"P21741","MDK","Midkine","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4588,"P21860","ERBB3","Receptor tyrosine-protein kinase erbB-3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4689,"P23471","PTPRZ1","Receptor-type tyrosine-protein phosphatase zeta","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4783,"P25713","MT3","Metallothionein-3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4806,"P26367","PAX6","Paired box protein Pax-6","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4815,"P26441","CNTF","Ciliary neurotrophic factor","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4842,"P27361","MAPK3","Mitogen-activated protein kinase 3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4901,"P28482","MAPK1","Mitogen-activated protein kinase 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",4909,"P28799","GRN","Progranulin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
